"Date","Site","Array","Trap","trap_type","Taxa","SppCode","Toeclip","Recap","SVL","VTL","weight","weight_flag","Sex","OrigTail","Comments","Dead","Hatchling"
2011-11-15,"GWA1","1","A3","funnel","Lizard","UTST","A3B1","Y",57,105,6,NA,"M",NA,NA,"N","N"
2011-11-15,"GWA1","1","A2","funnel","Lizard","UTST","A2D3","Y",51,53,4,NA,"F",46,NA,"N","N"
2011-11-15,"GWA1","2","A2","funnel","Lizard","UTST","A3D1","N",51,84,4,NA,"F",NA,NA,"N","N"
2011-11-15,"GWA2","1","A1","pitfall","Lizard","UTST","A5B1","Y",57,98,6,NA,"M",NA,NA,"N","N"
2011-11-15,"GWA2","1","A1","pitfall","Lizard","UTST","A3C1","N",47,73,3.5,NA,"F",49,NA,"N","N"
2011-11-15,"GWA2","1","A1","pitfall","Lizard","UTST","A2D2","Y",50,69,4,NA,"F",43,NA,"N","N"
2011-11-15,"GWA2","2","B4","pitfall","Lizard","UTST","A2D5","Y",44,77,3.5,NA,"F",56,"sex is female for sure HB","N","N"
2011-11-15,"GWA2","2","C2","funnel","Lizard","UTST","A3C2","N",56,109,6.5,NA,"M",NA,NA,"N","N"
2011-11-17,"GWA1","2","B2","funnel","Lizard","UTST","A3C5","Y",50,9,4,NA,"F",9,"Tail loss at capture. mass=4.5 with tail.","N","N"
2011-11-17,"GWA2","1","B2","funnel","Lizard","UTST","A2B1C1","N",51,83,4.5,NA,"M",66,"A2 is natural toe loss. May want to trim back when other toe clips have healed.","N","N"
2011-11-17,"GWA2","2","A1","pitfall","Lizard","UTST","A2D5","Y",49,77,4.5,NA,"F",57,NA,"N","N"
2011-11-18,"GWA2","2","A1","pitfall","Lizard","UTST","A2D2","Y",50,68,4,NA,"F",43,NA,"N","N"
2011-11-18,"GWA2","2","B2","funnel","Lizard","UTST","A3C2","Y",57,108,6,NA,"M",NA,NA,"N","N"
2011-11-18,"GWA2","2","C4","pitfall","Lizard","ASTI","B3D1","N",41,97,2,NA,"F",NA,NA,"N","Y"
2011-11-18,"GWA2","2","C4","pitfall","Lizard","UTST","A2D5","Y",48,75,3.5,NA,"F",54,NA,"N","N"
2011-11-18,"GWA2","2","A2","funnel","Lizard","UTST","A3C3","N",57,95,6,NA,"M",NA,NA,"N","N"
2011-11-19,"GWA1","2","B-Fence","hand captured","Lizard","UTST","A3D1","Y",52,82,4,NA,"F",NA,"tail damaged during capture (may be lost at 22 mm)","N","N"
2011-11-19,"GWA2","1","A3","funnel","Lizard","UTST","A5B1","Y",58,103,6.5,NA,"M",NA,NA,"N","N"
2011-11-19,"GWA2","1","A1","pitfall","Lizard","UTST","A3C5","N",57,114,6,NA,"M",NA,NA,"N","N"
2011-11-19,"GWA2","2","B4","pitfall","Lizard","ASTI","B3D1","Y",41,98,2,NA,"F",NA,NA,"N","Y"
2011-11-30,"GWA2","2","A1","pitfall","Lizard","UTST","A2D5","Y",48,74,3.5,NA,"F",54,NA,"N","N"
2011-12-01,"GWA2","1","B4","pitfall","Lizard","UTST","A2D2","Y",49,69,4,NA,"F",43,NA,"N","N"
2011-12-01,"GWA2","1","B3","funnel","Lizard","UTST","A3C1","Y",46,70,4,NA,"F",47,NA,"N","N"
2011-12-01,"GWA3","2","C3","funnel","Lizard","UTST","A1B5","N",56,74,6,NA,"M",15,NA,"N","N"
2011-12-05,"GWA2","1","B3","funnel","Lizard","UTST","A5B1","Y",57,101,6.5,NA,"M",63,NA,"N","N"
2012-01-27,"GWA1","2","A3","funnel","Lizard","ASTI","A1D2","Y",80,100,8.5,NA,"M",NA,NA,"N","N"
2012-02-06,"GWA2","1","A3","funnel","Lizard","UTST","A3D1","N",58,110,7,NA,"M",NA,"tail damage @ 92mm (captured when opening traps)","N","N"
2012-02-06,"GWA2","1","A3","funnel","Lizard","UTST","A2D2","Y",51,71,4.5,NA,"F",NA,"partial tail split while handling @ 40mm (captured when opening traps)","N","N"
2012-02-06,"GWA2","1","C4","pitfall","Lizard","UTST",NA,"N",NA,NA,NA,NA,"U",NA,"In bottom of bucket  probable drowning even with sticks","Y","N"
2012-02-06,"GWA2","1","C4","pitfall","Lizard","UTST",NA,"N",NA,NA,NA,NA,"U",NA,"In bottom of bucket  probable drowning even with sticks","Y","N"
2012-02-06,"GWA2","2","C2","funnel","Lizard","UTST","A3C3","Y",56,95,6,NA,"M",80,"Orange on chin  shedding (captured when opening traps)","N","N"
2012-02-07,"GWA2","1","B3","funnel","Lizard","UTST","A3D1","Y",56,109,6,NA,"M",NA,"Tail damage @ 90mm.","N","N"
2012-02-07,"GWA2","1","B4","pitfall","Lizard","UTST","A3C1","Y",50,74,4.5,NA,"F",49,"D5 looks like recent loss at tip; blood.","N","N"
2012-02-07,"GWA2","1","B4","pitfall","Lizard","UTST","A2D2","Y",51,41,4.5,NA,"F",NA,"Lost tail that was partially severed yesterday.","N","N"
2012-02-07,"GWA2","2","A1","pitfall","Lizard","UTST","A2D5","Y",48,75,3.5,NA,"F",55,"otl=55","N","N"
2012-02-08,"GWA2","1","A1","pitfall","Lizard","UTST","A3D1","Y",56,108,6,NA,"M",NA,"Tail damage @90mm.","N","N"
2012-02-08,"GWA2","1","C3","funnel","Lizard","UTST","A3D2","N",51,88,5,NA,"M",NA,NA,"N","N"
2012-02-08,"GWA2","2","A1","pitfall","Lizard","UTST","A3C3","Y",57,96,6,NA,"M",81,NA,"N","N"
2012-02-09,"GWA2","1","C2","funnel","Lizard","UTST","A3C1","Y",50,74,4.5,NA,"F",48,NA,"N","N"
2012-02-09,"GWA2","1","A2","funnel","Lizard","UTST","A3D1","Y",56,109,6,NA,"M",NA,"91mm tail damage old","N","N"
2012-02-09,"GWA2","2","A1","pitfall","Lizard","UTST","B2B3D1","N",55,95,5,NA,"M",86,"B2 & B3 were natural loss  added D1.","N","N"
2012-02-09,"GWA2","2","C4","pitfall","Lizard","UTST","A3B3","Y",47,65,4,NA,"F",29,NA,"N","N"
2012-02-10,"GWA2","1","B2","funnel","Lizard","UTST","A3D2","Y",54,92,4.5,NA,"M",NA,NA,"N","N"
2012-02-10,"GWA2","1","C3","funnel","Lizard","UTST","A3C1","Y",51,76,4,NA,"F",52,"has been misidentified as male. sex is F. maybe gravid.","N","N"
2012-02-10,"GWA2","2","B4","pitfall","Lizard","UTST","A2D5","Y",50,80,4,NA,"F",65,NA,"N","N"
2012-02-10,"GWA2","2","B3","funnel","Lizard","UTST","B2B3D1","Y",55,98,5,NA,"M",NA,"kink in tail @ 88 mm","N","N"
2012-02-10,"GWA2","2","C2","funnel","Lizard","UTST","A2B1","Y",62,103,7,NA,"M",68,"check history date from 2010 seems wrong (is OK)","N","N"
2012-02-10,"GWA2","2","C2","funnel","Lizard","UTST","A3B3","Y",48,66,3.5,NA,"F",29,NA,"N","N"
2012-02-14,"GWA2","1","C2","funnel","Lizard","UTST","A3D1","Y",56,109,6.5,NA,"M",NA,"Tail bent at 90mm.","N","N"
2012-02-17,"GWA2","2","A2","funnel","Lizard","UTST","A3C3","Y",58,99,5.5,NA,"M",85,NA,"N","N"
2012-02-17,"GWA2","2","A2","funnel","Lizard","UTST","A3C3","Y",58,99,5.5,NA,"M",85,NA,"N","N"
2012-03-05,"GWA1","1","C2","funnel","Lizard","UTST","A3B1","Y",56,106,7,NA,"M",NA,NA,"N","N"
2012-03-05,"GWA2","2","C2","funnel","Lizard","UTST","A3C3","Y",57,98,6,NA,"M",83,NA,"N","N"
2012-03-06,"GWA1","1","A4","pitfall","Lizard","UTST","A3D2","N",49,81,5,NA,"F",NA,"possibly gravid","N","N"
2012-03-06,"GWA1","1","B4","pitfall","Lizard","UTST","A3B1","Y",58,105,7,NA,"M",NA,NA,"N","N"
2012-03-06,"GWA1","2","B4","pitfall","Lizard","UTST","A3C2","Y",57,102,6.5,NA,"M",NA,NA,"N","N"
2012-03-06,"GWA1","2","A1","pitfall","Lizard","UTST","A3D3","N",51,88,4,NA,"F",NA,NA,"N","N"
2012-03-06,"GWA2","2","B4","pitfall","Lizard","UTST","A3C3","Y",57,97,6.5,NA,"M",NA,NA,"N","N"
2012-03-06,"GWA2","2","C4","pitfall","Lizard","UTST","A3D3","N",56,34,4.5,NA,"M",18,"OTL=18","N","N"
2012-03-07,"GWA1","1","C4","pitfall","Lizard","UTST","A3D5","N",59,111,6.5,NA,"M",NA,NA,"N","N"
2012-03-07,"GWA2","1","A1","pitfall","Lizard","COVA","B5","N",57,55,3.5,NA,"M",NA,NA,"N","N"
2012-03-07,"GWA2","1","A2","funnel","Lizard","COVA","B4","Y",48,46,2,NA,"M",NA,NA,"N","N"
2012-03-07,"GWA2","2","C2","funnel","Lizard","UTST","A3D5","N",57,51,4.5,NA,"F",7,NA,"N","N"
2012-03-09,"GWA1","1","A2","funnel","Lizard","UTST","A3D2","Y",51,82,5,NA,"F",NA,"gravid? update sex from 3/6/12","N","N"
2012-03-09,"GWA2","1","B4","pitfall","Lizard","ASTI","B3D2","N",59,147,5,NA,"F",NA,NA,"N","N"
2012-03-09,"GWA2","2","A1","pitfall","Lizard","UTST","A3C3","Y",57,97,6,NA,"M",84,"two entries on 3/6/12","N","N"
2012-03-13,"GWA2","1","A1","pitfall","Lizard","UTST","A5B2","N",51,67,5,NA,"F",42,"unk clod on d2 nail","N","N"
2012-03-13,"GWA2","2","A1","pitfall","Lizard","ASTI","B3D3","N",53,122,3,NA,"F",NA,"Shedding.","N","N"
2012-03-13,"GWA2","2","B3","funnel","Lizard","UTST","A3B3","Y",48,65,3.5,NA,"F",29,NA,"N","N"
2012-03-13,"GWA2","2","C3","funnel","Lizard","UTST","A3D3","Y",55,40,5,NA,"M",16,NA,"N","N"
2012-03-14,"GWA1","1","A-Fence","hand captured","Lizard","UTST","A3B1","Y",58,104,6.5,NA,"M",NA,NA,"N","N"
2012-03-14,"GWA1","1","A1","pitfall","Lizard","UTST","A4B1","N",57,103,6.5,NA,"M",NA,NA,"N","N"
2012-03-14,"GWA2","1","B4","pitfall","Lizard","ASTI","B2C5","Y",69,167,7,NA,"F",NA,NA,"N","N"
2012-03-14,"GWA2","2","A1","pitfall","Lizard","UTST","A3D3","Y",54,42,4.5,NA,"M",17,NA,"N","N"
2012-03-14,"GWA2","2","B3","funnel","Lizard","UTST","A4B1","N",51,79,3,NA,"F",59,NA,"N","N"
2012-03-14,"GWA2","2","C4","pitfall","Lizard","ASTI","B3D1","Y",43,101,2,NA,"F",NA,"shedding on tail","N","N"
2012-03-15,"GWA1","1","C4","pitfall","Lizard","UTST","A4B1","Y",58,103,6,NA,"M",NA,"Initial capture 3-14-12, but no history since this phone not synced since capture. Overrode toe clip code.","N","N"
2012-03-15,"GWA1","1","C2","funnel","Lizard","UTST","A4B2","N",52,24,4,NA,"F",24,"Lost tail in funnel end while extracting. Mass with tail = 4.5g.","N","N"
2012-03-15,"GWA1","2","A1","pitfall","Lizard","ASTI","A4D3","N",60,149,6,NA,"F",NA,NA,"N","N"
2012-03-15,"GWA2","1","B2","funnel","Lizard","ASTI","A5C2","Y",79,180,12.5,NA,"M",NA,NA,"N","N"
2012-03-15,"GWA2","2","C-Fence","hand captured","Lizard","UTST","A3D5","Y",55,56,5,NA,"F",8,NA,"N","N"
2012-03-15,"GWA2","2","C4","pitfall","Lizard","ASTI","B3D5","N",55,139,3.5,NA,"M",NA,NA,"N","N"
2012-03-16,"GWA1","1","A4","pitfall","Lizard","ASTI","A4D5","N",50,130,4,NA,"F",NA,NA,"N","N"
2012-03-16,"GWA1","1","C3","funnel","Lizard","UTST","A4B1","Y",59,107,6.5,NA,"M",NA,"blue throated","N","N"
2012-03-16,"GWA1","1","B3","funnel","Lizard","ASTI","A3C2","Y",60,65,4.5,NA,"M",59,NA,"N","N"
2012-03-16,"GWA2","1","A1","pitfall","Lizard","ASTI","A4B3","Y",84,170,13.5,NA,"M",96,NA,"N","N"
2012-03-16,"GWA2","2","A1","pitfall","Lizard","UTST","A4B2","N",49,79,4,NA,"F",NA,"gravid","N","N"
2012-03-16,"GWA2","2","C4","pitfall","Lizard","ASTI","B3D3","Y",51,127,2.5,NA,"F",NA,NA,"N","N"
2012-03-16,"GWA2","2","A2","funnel","Lizard","UTST","A4B4","N",55,80,4.5,NA,"F",NA,"gravid","N","N"
2012-03-16,"GWA2","2","A3","funnel","Lizard","UTST","A3C3","Y",57,100,6,NA,"M",96,NA,"N","N"
2012-03-16,"GWA2","2","B2","funnel","Lizard","UTST","A3D3","Y",56,47,5,NA,"M",24,"yellow throated","N","N"
2012-03-16,"GWA2","2","C4","pitfall","Lizard","ASTI","B3D5","Y",51,141,3.5,NA,"M",NA,"sex is male change 3/15","N","N"
2012-03-16,"GWA2","2","B2","funnel","Lizard","UTST","A3D5","Y",57,58,5,NA,"F",9,NA,"N","N"
2012-04-03,"GWA1","1","A1","pitfall","Lizard","ASTI","A3D5","Y",60,41,5,NA,"U",NA,"forgot to record sex","N","N"
2012-04-03,"GWA1","2","B2","funnel","Lizard","UTST","A3C3","Y",56,114,6,NA,"M",NA,NA,"N","N"
2012-04-03,"GWA1","2","A1","pitfall","Lizard","UTST","B3B4","N",57,114,6,NA,"M",NA,"two toes from natural toe loss","N","N"
2012-04-04,"GWA1","1","A3","funnel","Lizard","ASTI","A3D1","Y",81,199,11.5,NA,"M",NA,"tail damage @ 195 & 183","N","N"
2012-04-04,"GWA1","1","C3","funnel","Lizard","ASTI","A3C2","Y",65,81,5,NA,"M",60,"change sex to male","N","N"
2012-04-04,"GWA3","1","A1","pitfall","Lizard","UTST","A1C1","N",55,78,5.5,NA,"F",70,"gravid","N","N"
2012-04-04,"GWA3","1","C2","funnel","Lizard","UTST","A1C2","N",52,66,4.5,NA,"F",13,"maybe gravid","N","N"
2012-04-04,"GWA3","2","A1","pitfall","Lizard","ASTI","A2","N",89,219,18,NA,"M",NA,"damage at tail tip","N","N"
2012-04-05,"GWA1","1","C4","pitfall","Lizard","ASTI","A5B2","N",80,212,14,NA,"F",NA,NA,"N","N"
2012-04-05,"GWA1","2","C4","pitfall","Lizard","ASTI","A5B3","N",76,189,10,NA,"M",NA,NA,"N","N"
2012-04-05,"GWA3","1","B4","pitfall","Lizard","ASTI","A3","N",85,208,18,NA,"M",NA,NA,"N","N"
2012-04-06,"GWA1","1","C2","funnel","Lizard","ASTI","A2B3","Y",84,207,15,NA,"M",NA,NA,"N","N"
2012-04-06,"GWA1","1","A4","pitfall","Lizard","ASTI","A5B4","N",72,185,8.5,NA,"M",NA,NA,"N","N"
2012-04-06,"GWA1","1","A1","pitfall","Lizard","ASTI","A3D5","Y",58,144,4.5,NA,"F",NA,NA,"N","N"
2012-04-06,"GWA1","1","A1","pitfall","Lizard","UTST","A4B4","N",58,105,7,NA,"M",NA,"clip is correct A4B4","N","N"
2012-04-06,"GWA1","2","A4","pitfall","Lizard","ASTI","A3B2","Y",83,53,13,NA,"M",53,"found with fresh break, shedding","N","N"
2012-04-06,"GWA3","1","B4","pitfall","Lizard","COVA","A1","N",58,57,3,NA,"M",NA,NA,"N","N"
2012-04-06,"GWA3","1","A1","pitfall","Lizard","UTST","A1C3","N",53,84,5,NA,"F",NA,"gravid","N","N"
2012-04-06,"GWA3","1","C4","pitfall","Lizard","UTST","A1B3","Y",53,79,4.5,NA,"F",NA,"gravid","N","N"
2012-04-06,"GWA3","1","A1","pitfall","Lizard","SCMA","A1B1","N",97,116,35,NA,"F",68,"may be gravid","N","N"
2012-04-10,"GWA1","1","C2","funnel","Lizard","ASTI","A3C2","Y",63,96,5.5,NA,"M",NA,NA,"N","N"
2012-04-10,"GWA1","1","A4","pitfall","Lizard","ASTI","A3D1","Y",63,195,11.5,NA,"M",NA,"Tail damage near tip.","N","N"
2012-04-10,"GWA1","2","C2","funnel","Lizard","ASTI","A3B2","Y",83,50,13,NA,"M",NA,NA,"N","N"
2012-04-10,"GWA3","2","A1","pitfall","Lizard","SCMA","A1B2","N",106,140,52,NA,"M",NA,NA,"N","N"
2012-04-10,"GWA3","2","B2","funnel","Lizard","ASTI","A1","Y",68,189,7,NA,"M",NA,"Appears to be a female.","N","N"
2012-04-11,"GWA1","1","B3","funnel","Lizard","ASTI","A3C2","Y",61,96,5,NA,"M",59,NA,"Y","N"
2012-04-11,"GWA1","1","C3","funnel","Lizard","ASTI","A5B5","N",81,208,13,NA,"M",NA,"tail tip gone.","N","N"
2012-04-11,"GWA1","1","A2","funnel","Lizard","ASTI","A3D5","Y",60,144,4.5,NA,"F",NA,NA,"N","N"
2012-04-11,"GWA1","1","C4","pitfall","Lizard","UTST","A2D3","Y",53,73,4,NA,"F",49,NA,"N","N"
2012-04-11,"GWA1","1","C2","funnel","Lizard","ASTI","A3D1","Y",80,179,11,NA,"M",NA,"Tail damage at 194mm.","N","N"
2012-04-11,"GWA1","2","A4","pitfall","Lizard","ASTI","A3C5","Y",74,192,10.5,NA,"F",NA,NA,"N","N"
2012-04-11,"GWA1","2","A4","pitfall","Lizard","ASTI","A4D2","Y",74,196,11,NA,"M",NA,"tail damage @ 176","N","N"
2012-04-11,"GWA3","2","C2","funnel","Lizard","ASTI","A1B1","Y",61,86,5,NA,"M",71,NA,"N","N"
2012-04-11,"GWA3","2","A3","funnel","Lizard","ASTI","A1","Y",70,188,7,NA,"M",NA,"male confirmed","N","N"
2012-04-12,"GWA1","1","B3","funnel","Lizard","UTST","A4B4","Y",57,104,6.5,NA,"M",NA,NA,"N","N"
2012-04-12,"GWA1","2","B2","funnel","Lizard","ASTI","A3B2","Y",82,53,12,NA,"M",52,NA,"N","N"
2012-04-12,"GWA1","2","A3","funnel","Lizard","ASTI","A5C1","N",71,175,9,NA,"M",NA,NA,"N","N"
2012-04-13,"GWA1","1","B2","funnel","Lizard","UTST","A1C1D1","N",58,88,6,NA,"M",80,"Only 4 toes on A foot (from birth?) Took photos.","N","N"
2012-04-13,"GWA1","2","B3","funnel","Lizard","ASTI","A3B2","Y",83,53,11,NA,"M",51,NA,"N","N"
2012-04-13,"GWA1","2","A2","funnel","Lizard","UTST","B3B4","Y",57,103,6,NA,"M",NA,NA,"N","N"
2012-04-13,"GWA1","2","A1","pitfall","Lizard","ASTI","A3D2","Y",61,151,5.5,NA,"F",NA,NA,"N","N"
2012-04-13,"GWA3","1","C4","pitfall","Lizard","UTST","A1C5","N",58,63,5.5,NA,"M",18,NA,"N","N"
2012-04-14,"GWA1","1","A2","funnel","Lizard","ASTI","A3D5","Y",59,140,4.5,NA,"F",NA,NA,"N","N"
2012-04-14,"GWA1","1","B2","funnel","Lizard","ASTI","A5C2","N",86,183,14.5,NA,"M",136,NA,"N","N"
2012-04-14,"GWA3","2","A1","pitfall","Lizard","ASTI","A1B1","Y",60,90,5,NA,"M",72,"confirmed male HLB","N","N"
2012-04-29,"GWA1","1","A4","pitfall","Lizard","UTST","A1C1D1","Y",NA,NA,NA,NA,"M",NA,"captured when closing, did not measure","N","N"
2012-04-29,"GWA2","1","A3","funnel","Lizard","ASTI","B2C1","Y",NA,NA,NA,NA,"F",NA,"captured when opening, did not measure","N","N"
2012-04-30,"GWA2","1","B3","funnel","Lizard","SCMA","B4","N",115,118,60,NA,"M",NA,"predated whiptail","N","N"
2012-04-30,"GWA2","1","B3","funnel","Lizard","ASTI",NA,"N",75,34,7.5,NA,"U",34,"predated by SCMA, tail fresh break","Y","N"
2012-04-30,"GWA2","2","C2","funnel","Lizard","ASTI","A5C1","Y",79,188,11,NA,"F",NA,NA,"N","N"
2012-04-30,"GWA2","2","C4","pitfall","Lizard","ASTI","B4C1","N",76,164,10.5,NA,"F",156,NA,"N","N"
2012-04-30,"GWA2","2","A1","pitfall","Lizard","SCMA","A1B1","N",74,106,16,NA,"M",NA,"scarring on dorsum","N","N"
2012-04-30,"GWA3","1","A3","funnel","Lizard","ASTI","A1B3","N",83,232,15,NA,"M",NA,"scar on dorsum","N","N"
2012-04-30,"GWA3","1","C2","funnel","Lizard","ASTI","B2","N",81,148,14,NA,"M",106,"natural toe loss","N","N"
2012-04-30,"GWA3","2","A1","pitfall","Lizard","ASTI","A1B2","N",80,176,10.5,NA,"F",NA,NA,"N","N"
2012-05-01,"GWA2","1","A3","funnel","Lizard","ASTI","A5D2","Y",79,169,11.5,NA,"F",169,"ecoparasites","N","N"
2012-05-01,"GWA2","1","B4","pitfall","Lizard","COVA","C1","N",49,42,2,NA,"M",21,"OTL difficult to see","N","N"
2012-05-01,"GWA2","1","C3","funnel","Lizard","ASTI","B2C1","Y",67,166,7,NA,"F",NA,NA,"N","N"
2012-05-01,"GWA2","1","A1","pitfall","Lizard","ASTI","A4B4","Y",75,164,9.5,NA,"F",110,NA,"N","N"
2012-05-01,"GWA2","1","B3","funnel","Lizard","COVA","C2","N",63,58,4,NA,"M",NA,NA,"N","N"
2012-05-01,"GWA2","2","B4","pitfall","Lizard","ASTI","A5C1","Y",78,190,11.5,NA,"F",NA,NA,"N","N"
2012-05-01,"GWA2","2","C4","pitfall","Lizard","ASTI","B1C1","Y",86,221,16.5,NA,"M",NA,"tail tip blunt","N","N"
2012-05-01,"GWA2","2","C4","pitfall","Lizard","ASTI","B3D3","Y",63,158,4.5,NA,"F",NA,NA,"N","N"
2012-05-01,"GWA2","2","A2","funnel","Lizard","ASTI","A3C3","Y",77,184,11,NA,"F",NA,NA,"N","N"
2012-05-02,"GWA2","1","A4","pitfall","Lizard","ASTI","A4B3","Y",83,170,13,NA,"M",98,NA,"N","N"
2012-05-02,"GWA2","1","A1","pitfall","Lizard","COVA","C3","N",64,57,4.5,NA,"F",NA,"Gravid with 2 eggs","N","N"
2012-05-02,"GWA2","1","A1","pitfall","Lizard","ASTI","B2C5","Y",73,180,8.5,NA,"F",NA,NA,"N","N"
2012-05-02,"GWA2","1","A1","pitfall","Lizard","COVA","C2","Y",62,59,3.5,NA,"M",NA,NA,"N","N"
2012-05-02,"GWA2","2","B4","pitfall","Lizard","UTST","A3D5","Y",56,57,3.5,NA,"F",8,"loose skin - deposited eggs","N","N"
2012-05-02,"GWA3","1","B4","pitfall","Lizard","COVA","A2","N",66,65,5,NA,"F",NA,"gravid with 2 eggs","N","N"
2012-05-02,"GWA3","1","C4","pitfall","Lizard","ASTI","B3","N",80,188,12.5,NA,"F",NA,NA,"N","N"
2012-05-02,"GWA3","2","A2","funnel","Lizard","ASTI","A2","Y",89,222,19,NA,"M",NA,"blunt tail tip","N","N"
2012-05-03,"GWA2","1","C4","pitfall","Lizard","ASTI","A4B4","Y",77,163,8.5,NA,"F",109,NA,"N","N"
2012-05-03,"GWA2","1","C4","pitfall","Lizard","ASTI","A4B3","Y",87,167,12.5,NA,"M",96,NA,"N","N"
2012-05-03,"GWA2","1","A4","pitfall","Lizard","ASTI","A5D2","Y",80,166,11.5,NA,"F",166,NA,"N","N"
2012-05-03,"GWA2","2","A4","pitfall","Lizard","ASTI","A5C1","Y",78,187,10.5,NA,"F",185,NA,"N","N"
2012-05-03,"GWA2","2","A1","pitfall","Lizard","COVA","C5","N",57,45,2.5,NA,"F",NA,NA,"N","N"
2012-05-03,"GWA2","2","B3","funnel","Lizard","SCMA","A1B1","Y",74,105,15,NA,"M",NA,"scarring on dorsum above pelvis","N","N"
2012-10-07,"GWA2","1","B4","pitfall","Lizard","COVA","C1D1","N",NA,NA,NA,NA,"F",NA,"maybe gravid","N","N"
2012-10-08,"GWA1","1","A1","pitfall","Lizard","ASTI","A5C3","N",45,95,2,NA,"F",NA,"tail tip dead","N","N"
2012-10-08,"GWA1","1","A2","funnel","Lizard","UTST","A4B3","N",45,76,3,NA,"F",NA,NA,"N","N"
2012-10-08,"GWA1","2","B2","funnel","Lizard","UTST","A4B5","N",57,99,5.5,NA,"F",NA,NA,"N","N"
2012-10-08,"GWA1","2","C2","funnel","Lizard","UTST","A4C1","N",46,69,3.5,NA,"F",NA,NA,"N","N"
2012-10-08,"GWA2","1","A4","pitfall","Lizard","UTST","A4B5","N",41,45,2,NA,"F",18,NA,"N","N"
2012-10-08,"GWA2","1","C3","funnel","Lizard","ASTI","B4C3","N",81,204,14,NA,"M",NA,"shedding toe bleeder","N","N"
2012-10-08,"GWA2","1","B3","funnel","Lizard","ASTI","B4C2","N",78,191,10,NA,"F",NA,NA,"N","N"
2012-10-08,"GWA2","1","A1","pitfall","Lizard","UTST","A4B3","N",41,72,2,NA,"F",NA,NA,"N","N"
2012-10-08,"GWA2","2","B3","funnel","Lizard","ASTI","B4C5","N",77,203,12,NA,"M",NA,"toe bleeder","N","N"
2012-10-08,"GWA2","2","B4","pitfall","Lizard","COVA","A1B1","N",51,8,2,NA,"M",8,NA,"N","N"
2012-10-08,"GWA2","2","C4","pitfall","Lizard","ASTI","B4D2","N",65,150,6.5,NA,"M",150,"parasite on d2/clipped.","N","N"
2012-10-08,"GWA2","2","C4","pitfall","Lizard","UTST","A4C2","N",40,70,2,NA,"F",NA,NA,"N","N"
2012-10-08,"GWA2","2","A1","pitfall","Lizard","UTST","A4C1","N",42,95,4.5,NA,"M",NA,"missing tail tip. kept forelimbs along body.","N","N"
2012-10-08,"GWA2","2","A4","pitfall","Lizard","ASTI","B4D1","N",81,141,13,NA,"M",39,NA,"N","N"
2012-10-09,"GWA1","1","A1","pitfall","Lizard","UTST","A4B3","Y",45,77,3,NA,"F",NA,NA,"N","N"
2012-10-09,"GWA1","1","A1","pitfall","Lizard","UTST","A4C2","N",37,46,1.5,NA,"F",39,NA,"N","N"
2012-10-09,"GWA2","1","B2","funnel","Lizard","ASTI","B4D3","N",50,119,2.5,NA,"M",NA,NA,"N","N"
2012-10-09,"GWA2","2","A1","pitfall","Lizard","ASTI","B5C1","N",36,25,1,NA,"F",25,NA,"N","N"
2012-10-09,"GWA2","2","B-Fence","hand captured","Lizard","UTST","A4C2","Y",41,70,2,NA,"F",NA,NA,"N","N"
2012-10-09,"GWA2","2","A1","pitfall","Lizard","UTST","A5C3","N",43,79,2.5,NA,"F",NA,NA,"N","N"
2012-10-09,"GWA2","2","B3","funnel","Lizard","ASTI","B4D5","N",32,78,1,NA,"F",NA,NA,"N","Y"
2012-10-09,"GWA2","2","C3","funnel","Lizard","COVA","A2B2","N",56,50,2.5,NA,"F",NA,NA,"N","N"
2012-10-09,"GWA2","2","C4","pitfall","Lizard","COVA","A1C5","N",41,41,1,NA,"F",NA,NA,"N","N"
2012-10-10,"GWA1","1","B2","funnel","Lizard","UTST","A1B1C3","Y",45,78,3,NA,"F",NA,"a1 is natural toe loss","N","N"
2012-10-10,"GWA1","1","A4","pitfall","Lizard","ASTI","A5D1","N",46,110,2.5,NA,"F",NA,NA,"N","N"
2012-10-10,"GWA1","1","A1","pitfall","Lizard","ASTI","A5C5","N",40,88,1,NA,"F",NA,NA,"N","Y"
2012-10-10,"GWA1","2","A4","pitfall","Lizard","ASTI","A5D2","N",47,119,2.5,NA,"F",NA,NA,"N","N"
2012-10-10,"GWA1","2","A2","funnel","Lizard","UTST",NA,"N",NA,NA,NA,NA,"U",NA,"mostly eaten by ants.","Y","N"
2012-10-10,"GWA2","1","A4","pitfall","Lizard","UTST","A4C5","N",52,64,4,NA,"M",NA,NA,"N","N"
2012-10-10,"GWA2","2","A3","funnel","Lizard","ASTI","B3D1","Y",80,198,15,NA,"F",NA,NA,"N","N"
2012-10-10,"GWA2","2","B3","funnel","Lizard","UTST","A4C2","Y",41,70,2.5,NA,"F",NA,NA,"N","N"
2012-10-10,"GWA2","2","C3","funnel","Lizard","UTST","A5C3","Y",43,79,2.5,NA,"F",NA,NA,"N","N"
2012-10-10,"GWA2","2","C2","funnel","Lizard","ASTI","B4D1","Y",84,140,12,NA,"M",37,NA,"N","N"
2012-10-10,"GWA2","2","C4","pitfall","Lizard","CADR","A1B5","N",38,48,2,NA,"F",NA,"natural  toe loss B5","N","N"
