"Date","Site","Array","Trap","trap_type","Taxa","SppCode","Toeclip","Recap","SVL","VTL","weight","weight_flag","Sex","OrigTail","Comments","Dead","Hatchling"
2017-03-31,"GWA2","2","A2","funnel","Lizard","COVA","A1D1","N",58,56,3.5,NA,"M",NA,NA,"N","N"
2017-03-31,"GWA2","2","B3","funnel","Lizard","ASTI","A3B1D1","N",76,141,9.5,NA,"M",61,NA,"N","N"
2017-03-31,"GWA3","2","C2","funnel","Lizard","COVA","A4","N",59,51,3,NA,"F",NA,NA,"N","N"
2017-04-12,"GWA2","1","C4","pitfall","Lizard","UTST","B5C3D5","N",54,14,4,NA,"M",11,"nail loss c4","N","N"
2017-04-12,"GWA2","2","C3","funnel","Lizard","COVA","A1D2","N",65,54,5,NA,"M",NA,NA,"N","N"
2017-04-12,"GWA2","2","A3","funnel","Lizard","ASTI","A2B4C5","Y",86,164,13.5,NA,"M",68,NA,"N","N"
2017-04-12,"GWA3","1","A1","pitfall","Lizard","ASTI","A2B3","N",84,196,14.5,NA,"M",123,NA,"N","N"
2017-04-12,"GWA3","1","A1","pitfall","Lizard","ASTI","A2B2","Y",78,196,11.5,NA,"M",NA,NA,"N","N"
2017-04-12,"GWA3","1","A4","pitfall","Lizard","COVA","A1B1","N",63,27,4,NA,"F",23,"recent tail loss","N","N"
2017-04-13,"GWA2","1","C2","funnel","Lizard","ASTI","A3B1D2","N",66,159,6,NA,"F",NA,NA,"N","N"
2017-04-13,"GWA2","1","A1","pitfall","Lizard","ASTI","A2B4D2","Y",81,177,10.5,NA,"F",134,NA,"N","N"
2017-04-13,"GWA2","1","A1","pitfall","Lizard","ASTI","A2B5D3","Y",83,204,12.5,NA,"M",NA,NA,"N","N"
2017-04-13,"GWA2","1","B3","funnel","Lizard","COVA","A1D3","N",50,45,1.5,NA,"M",NA,NA,"N","N"
2017-04-13,"GWA2","2","C4","pitfall","Lizard","ASTI","A3B1D3","N",57,140,3.5,NA,"U",NA,"likely female","N","N"
2017-04-13,"GWA2","2","A1","pitfall","Lizard","UTST","A5B1C1","N",56,89,5.5,NA,"M",68,NA,"N","N"
2017-04-13,"GWA2","2","A1","pitfall","Lizard","ASTI","A2B4D1","Y",80,162,11.5,NA,"F",89,"gravid","N","N"
2017-04-13,"GWA3","1","A1","pitfall","Lizard","ASTI","A1D5","Y",85,188,14,NA,"M",113,NA,"N","N"
2017-04-13,"GWA3","1","A1","pitfall","Lizard","ASTI","A2C1","N",54,132,3,NA,"U",NA,"likely female","N","N"
2017-04-13,"GWA3","1","A1","pitfall","Lizard","ASTI","A2B5","N",84,204,15.5,NA,"F",NA,NA,"N","N"
2017-04-13,"GWA3","1","A4","pitfall","Lizard","ASTI","A2C2","N",84,196,13,NA,"F",NA,NA,"N","N"
2017-04-13,"GWA3","2","B4","pitfall","Lizard","ASTI","A2B4","N",58,152,3.5,NA,"U",NA,"likely female","N","N"
2017-04-14,"GWA2","1","B4","pitfall","Lizard","ASTI","A3B1D5","N",51,132,3,NA,"F",NA,"sex unsure","N","N"
2017-04-14,"GWA2","2","A1","pitfall","Lizard","COVA","D5","Y",64,50,4,NA,"M",10,"squeak","N","N"
2017-04-14,"GWA2","2","A4","pitfall","Lizard","ASTI","A3B2D2","N",74,197,8.5,NA,"F",NA,NA,"N","N"
2017-04-14,"GWA2","2","C2","funnel","Lizard","ASTI","A3B2C1","N",75,194,9,NA,"M",NA,NA,"N","N"
2017-04-14,"GWA2","2","B2","funnel","Lizard","ASTI","A3B2C3","N",75,186,9,NA,"M",NA,NA,"N","N"
2017-04-14,"GWA2","2","A4","pitfall","Lizard","ASTI","A3B2D1","N",75,188,11,NA,"M",NA,NA,"N","N"
2017-04-14,"GWA3","2","A4","pitfall","Lizard","UTST","D2D3","N",58,110,6.5,NA,"M",NA,"C-foot w/ 5 toes but damaged","N","N"
2017-04-26,"GWA1","1","B2","funnel","Lizard","ASTI","A1B2C1","N",76,157,9.5,NA,"F",54,NA,"N","N"
2017-04-26,"GWA1","1","A2","funnel","Lizard","UTST","B5D5","N",52,81,3,NA,"F",63,"scarred tail","N","N"
2017-04-26,"GWA1","2","A4","pitfall","Lizard","UTST","B5D2","Y",58,113,5,NA,"M",NA,NA,"N","N"
2017-04-26,"GWA1","2","A1","pitfall","Lizard","ASTI","A1B2C2","N",83,207,13,NA,"M",NA,NA,"N","N"
2017-04-26,"GWA1","2","A1","pitfall","Lizard","ASTI","A1B1C5","Y",57,146,4,NA,"U",NA,NA,"N","N"
2017-04-26,"GWA1","2","C4","pitfall","Lizard","UTST","C1D2","N",53,86,4.5,NA,"F",NA,"gravid","N","N"
2017-04-26,"GWA1","2","A4","pitfall","Lizard","UTST","C1D1","N",53,74,3,NA,"F",30,NA,"N","N"
2017-04-26,"GWA1","2","A1","pitfall","Lizard","ASTI","A1B2C3","N",75,195,8,NA,"F",NA,NA,"N","N"
2017-04-26,"GWA1","2","B4","pitfall","Lizard","UTST","B5D1","Y",48,53,2.5,NA,"F",9,"spent","N","N"
2017-04-26,"GWA1","2","C3","funnel","Lizard","ASTI","A1B2C5","N",56,142,4,NA,"U",NA,NA,"N","N"
2017-04-27,"GWA1","1","A3","funnel","Lizard","ASTI","A1B2D1","N",54,135,3,NA,"U",NA,NA,"N","N"
2017-04-27,"GWA1","2","B4","pitfall","Lizard","ASTI","A1B2D2","N",66,158,6,NA,"F",139,NA,"N","N"
2017-04-27,"GWA1","2","B4","pitfall","Lizard","UTST","C1D2","Y",54,84,4.5,NA,"F",NA,NA,"N","N"
2017-04-27,"GWA1","2","A1","pitfall","Lizard","UTST","B5D2","Y",58,112,5,NA,"M",NA,NA,"N","N"
2017-04-27,"GWA1","2","A3","funnel","Lizard","ASTI","A1B1C5","Y",56,147,4,NA,"U",NA,NA,"N","N"
2017-04-28,"GWA1","1","C2","funnel","Lizard","SCMA","B5","N",102,126,37,NA,"F",NA,NA,"N","N"
2017-04-28,"GWA1","1","B3","funnel","Lizard","UTST","B5C5","Y",52,86,3,NA,"F",NA,"spent","N","N"
2017-04-28,"GWA1","1","B4","pitfall","Lizard","ASTI","A1B2D3","N",82,131,12.5,NA,"M",125,NA,"N","N"
2017-10-22,"GWA2","1","A1","pitfall","Lizard","UTST","C1D3","N",56,67,5,NA,"F",24,NA,"N","N"
2017-10-22,"GWA2","1","A-Fence","hand captured","Lizard","UTST","C1D2D5","N",43,55,2.5,NA,"F",16,NA,"N","N"
2017-10-22,"GWA2","2","C4","pitfall","Lizard","COVA","A2B1","N",46,49,1.5,NA,"M",NA,"tiny spurs present","N","N"
2017-10-22,"GWA3","1","A1","pitfall","Lizard","COVA","A5","N",63,44,4.5,NA,"F",22,NA,"N","N"
2017-10-22,"GWA3","2","A1","pitfall","Lizard","UTST","A4C1","N",50,72,3.5,NA,"M",57,NA,"N","N"
2017-10-23,"GWA2","1","B4","pitfall","Lizard","COVA","A2B3","N",29,30,0.5,NA,"M",NA,"so tiny, photos","N","Y"
2017-10-23,"GWA2","1","A1","pitfall","Lizard","ASTI","A3B2C2","N",47,85,3,NA,"F",49,NA,"N","N"
2017-10-23,"GWA2","1","C4","pitfall","Lizard","ASTI","A3B2C5","N",47,114,2.5,NA,"M",NA,NA,"N","N"
2017-10-23,"GWA2","1","C3","funnel","Lizard","UTST","C1D2D5","Y",43,55,2.5,NA,"F",16,NA,"N","N"
2017-10-23,"GWA2","2","B3","funnel","Lizard","ASTI","A3B2D3","N",56,124,3.5,NA,"F",90,NA,"N","N"
2017-10-23,"GWA2","2","A1","pitfall","Lizard","ASTI","A3B3C3","N",46,115,2,NA,"U",NA,NA,"N","N"
2017-10-23,"GWA2","2","A1","pitfall","Lizard","ASTI","A3B2D5","N",43,106,2,NA,"M",NA,NA,"N","N"
2017-10-23,"GWA2","2","A1","pitfall","Lizard","ASTI","A3B3C2","N",49,124,3,NA,"U",NA,NA,"N","N"
2017-10-23,"GWA2","2","A1","pitfall","Lizard","ASTI","A3B3C1","N",42,90,1.5,NA,"U",NA,NA,"N","N"
2017-10-23,"GWA3","1","A1","pitfall","Lizard","UTST","A4C5","N",50,91,3,NA,"M",NA,NA,"N","N"
2017-10-23,"GWA3","1","B4","pitfall","Lizard","UTST","A4C3","N",59,21,6.5,NA,"M",21,"dropped tail = 84","N","N"
2017-10-23,"GWA3","2","C4","pitfall","Lizard","UTST","A4C2","N",52,89,4.5,NA,"F",NA,NA,"N","N"
2017-11-01,"GWA2","1","C2","funnel","Lizard","UTST","C1D2D5","Y",42,56,2,NA,"F",16,NA,"N","N"
2017-11-01,"GWA2","1","A-Fence","hand captured","Lizard","ASTI","A3B3C5","N",41,96,1.5,NA,"M",NA,NA,"N","N"
2017-11-01,"GWA2","2","A1","pitfall","Lizard","ASTI","A3B3C3","Y",50,121,3,NA,"U",NA,NA,"N","N"
2017-11-01,"GWA2","2","C4","pitfall","Lizard","UTST","C1D2","N",49,70,3.5,NA,"F",21,NA,"N","N"
2017-11-01,"GWA3","2","A1","pitfall","Lizard","UTST","A4C2","Y",52,88,4.5,NA,"F",NA,NA,"N","N"
2017-11-01,"GWA3","2","C4","pitfall","Lizard","ASTI","B4","N",40,89,1.5,NA,"U",NA,NA,"N","Y"
2017-11-02,"GWA2","1","A1","pitfall","Lizard","UTST","C1D2D5","Y",42,56,2,NA,"F",16,NA,"N","N"
2017-11-02,"GWA2","1","B3","funnel","Lizard","SCMA","A3","N",45,14,3,NA,"F",12,NA,"N","N"
2017-11-02,"GWA2","1","C4","pitfall","Lizard","COVA","A2B4","N",55,41,3,NA,"M",12,NA,"N","N"
2017-11-02,"GWA2","1","A4","pitfall","Lizard","ASTI","A3B3D1","N",53,126,3,NA,"F",NA,NA,"N","N"
2017-11-02,"GWA2","1","A1","pitfall","Lizard","ASTI","A3B3C5","Y",40,99,1.5,NA,"U",NA,NA,"N","N"
2017-11-02,"GWA2","2","A4","pitfall","Lizard","ASTI","A3B4C1","N",50,125,3,NA,"U",NA,NA,"N","N"
2017-11-02,"GWA2","2","B2","funnel","Lizard","ASTI","A3B3C1","Y",43,89,1.5,NA,"U",58,"kink tail","N","N"
2017-11-02,"GWA2","2","A1","pitfall","Lizard","ASTI","A3B3D2","N",40,57,1.5,NA,"U",43,NA,"N","N"
2017-11-02,"GWA2","2","A1","pitfall","Lizard","ASTI","A3B3D3","N",43,100,2,NA,"U",NA,NA,"N","N"
2017-11-02,"GWA2","2","A1","pitfall","Lizard","UTST","C1D5","N",59,47,5.5,NA,"M",13,NA,"N","N"
2017-11-02,"GWA2","2","A1","pitfall","Lizard","ASTI","A3B3D5","N",37,85,1,NA,"U",NA,NA,"N","N"
2017-11-02,"GWA3","1","A2","funnel","Lizard","UTST",NA,"N",NA,NA,NA,NA,"M",NA,"escaped, update time 5PM","N","N"
2017-11-02,"GWA3","2","A1","pitfall","Lizard","ASTI","A2C3","N",45,114,2,NA,"U",NA,NA,"N","N"
2017-11-02,"GWA3","2","A1","pitfall","Lizard","UTST","A4C2","Y",53,88,4.5,NA,"F",NA,NA,"N","N"
2017-11-02,"GWA3","2","B4","pitfall","Lizard","COVA","A3","Y",64,48,4,NA,"F",28,NA,"N","N"
2017-11-02,"GWA3","2","B4","pitfall","Lizard","UTST","A1","N",56,81,6.5,NA,"M",38,NA,"N","N"
2017-11-03,"GWA2","2","C4","pitfall","Lizard","CADR","A2","N",42,49,2.5,NA,"F",NA,NA,"N","N"
2017-11-03,"GWA2","2","A-Fence","hand captured","Lizard","UTST","C1D5","Y",59,47,5.5,NA,"M",13,NA,"N","N"
2017-11-13,"GWA1","1","A1","pitfall","Lizard","ASTI","A1B2D5","N",39,93,1.5,NA,"U",NA,NA,"N","N"
2017-11-13,"GWA1","1","A4","pitfall","Lizard","ASTI","A1B3C1","N",59,152,5,NA,"F",NA,"diff to id sex","N","N"
2017-11-13,"GWA1","1","A1","pitfall","Lizard","UTST","C1D3","N",48,72,4,NA,"F",53,NA,"N","N"
2017-11-13,"GWA1","1","B4","pitfall","Lizard","UTST","C1D5","N",57,95,6,NA,"M",88,NA,"N","N"
2017-11-13,"GWA1","2","A4","pitfall","Lizard","UTST","C2D1","N",58,85,7,NA,"M",71,NA,"N","N"
2017-11-14,"GWA1","2","A1","pitfall","Lizard","UTST","C2D2","N",51,77,4.5,NA,"F",31,NA,"N","N"
2017-11-15,"GWA1","1","A1","pitfall","Lizard","UTST","C2D3","N",49,81,4,NA,"M",62,NA,"N","N"
2017-11-15,"GWA1","1","A4","pitfall","Lizard","UTST","C2D5","N",58,104,6.5,NA,"M",77,NA,"N","N"
2018-03-29,"GWA1","1","A1","pitfall","Lizard","ASTI","A1B3C2","N",NA,NA,NA,NA,"U",NA,"escaped handling","N","N"
2018-03-29,"GWA1","1","C3","funnel","Lizard","ASTI","A1B3C3","N",80,199,11,NA,"M",NA,NA,"N","N"
2018-03-29,"GWA1","2","A1","pitfall","Lizard","UTST","C3D1","N",48,52,4,NA,"F",15,NA,"N","N"
2018-03-29,"GWA1","2","A1","pitfall","Lizard","SCMA","A1C1","N",44,56,2,NA,"U",NA,NA,"N","Y"
2018-03-30,"GWA1","1","C4","pitfall","Lizard","ASTI","A1B3C5","N",51,132,3.5,NA,"F",NA,NA,"N","N"
2018-03-30,"GWA1","1","B4","pitfall","Lizard","ASTI","A1B3C1","Y",62,159,5.5,NA,"F",NA,NA,"N","N"
2018-04-06,"GWA2","1","A1","pitfall","Lizard","COVA","A2B4","Y",58,46,3,NA,"M",11,NA,"N","N"
2018-04-06,"GWA2","1","A1","pitfall","Lizard","SCMA","A3","Y",58,16,6,NA,"F",16,NA,"N","N"
2018-04-06,"GWA2","1","A1","pitfall","Lizard","ASTI","A3B3C5","Y",43,109,2,NA,"U",NA,NA,"N","N"
2018-04-06,"GWA2","1","C4","pitfall","Lizard","ASTI","A3B4C2","N",50,115,3,NA,"F",115,NA,"N","N"
2018-04-06,"GWA2","2","A2","funnel","Lizard","SCMA","A1C3","N",51,64,4,NA,"M",NA,NA,"N","N"
2018-04-06,"GWA2","2","A1","pitfall","Lizard","UTST","C2D1","N",57,102,5,NA,"M",NA,NA,"N","N"
2018-04-06,"GWA3","2","A1","pitfall","Lizard","UTST","A1","Y",55,82,5,NA,"M",33,NA,"N","N"
2018-04-06,"GWA3","2","A3","funnel","Lizard","ASTI","A2C5","N",57,149,4.5,NA,"M",NA,NA,"N","N"
2018-04-06,"GWA3","2","A1","pitfall","Lizard","UTST","A4D1","N",55,89,5,NA,"F",NA,NA,"N","N"
2018-04-16,"GWA1","1","C4","pitfall","Lizard","UTST","C3D2","N",46,37,2.5,NA,"F",36,NA,"N","N"
2018-04-16,"GWA1","2","A1","pitfall","Lizard","ASTI","A1B3D1","N",50,98,3,NA,"U",68,NA,"N","Y"
2018-04-16,"GWA1","2","A4","pitfall","Lizard","ASTI","A1B3D3","N",56,149,4,NA,"M",NA,NA,"N","N"
2018-04-16,"GWA1","2","A4","pitfall","Lizard","UTST","C3D3","N",49,42,3,NA,"F",13,NA,"N","N"
2018-04-16,"GWA1","2","C3","funnel","Lizard","ASTI","A1B3D5","N",50,145,3.5,NA,"F",NA,NA,"N","N"
2018-04-16,"GWA1","2","B2","funnel","Lizard","ASTI","A1B3D2","N",55,150,5,NA,"U",NA,NA,"N","N"
2018-04-16,"GWA1","2","A1","pitfall","Lizard","COVA","B1","N",63,20,4,NA,"M",20,NA,"N","N"
2018-04-17,"GWA1","1","C4","pitfall","Lizard","UTST","C3D5","N",51,55,3,NA,"F",32,NA,"N","N"
2018-04-17,"GWA1","2","B4","pitfall","Lizard","ASTI","A1B4C2","N",76,191,10.5,NA,"M",NA,NA,"N","N"
2018-04-17,"GWA1","2","A2","funnel","Lizard","ASTI","A1B4C1","N",52,117,3,NA,"U",80,NA,"N","N"
2018-04-18,"GWA1","1","C2","funnel","Lizard","ASTI","A1B4C3","N",61,164,5.5,NA,"F",NA,"ID uncertain","N","N"
2018-04-18,"GWA1","2","A4","pitfall","Lizard","UTST","C5D1","N",51,85,4,NA,"F",NA,"gravid","N","N"
2018-04-18,"GWA1","2","A2","funnel","Lizard","COVA","B1","Y",61,21,3.5,NA,"M",21,NA,"N","N"
2018-04-18,"GWA1","2","A1","pitfall","Lizard","UTST","C5D2","N",57,57,5,NA,"F",10,"gravid","N","N"
2018-04-18,"GWA1","2","B-Fence","hand captured","Lizard","UTST","C3D3","Y",48,44,2.5,NA,"F",14,NA,"N","N"
2018-04-25,"GWA2","2","A4","pitfall","Lizard","COVA","A2B5","N",49,46,2,NA,"F",NA,NA,"N","N"
2018-04-26,"GWA2","1","A1","pitfall","Lizard","ASTI","A3B4C3","N",58,148,3.5,NA,"U",NA,NA,"N","N"
2018-04-26,"GWA2","1","C4","pitfall","Lizard","COVA","A2C1","N",59,48,3,NA,"M",NA,NA,"N","N"
2018-04-26,"GWA2","2","A4","pitfall","Lizard","CADR","A1D2","N",56,74,4.5,NA,"F",NA,NA,"N","N"
2018-04-26,"GWA2","2","C3","funnel","Lizard","ASTI","A3B4C5","N",67,161,5,NA,"F",NA,NA,"N","N"
2018-04-26,"GWA2","2","A2","funnel","Lizard","ASTI","A3B4C1","Y",53,137,3.5,NA,"U",NA,NA,"N","N"
2018-04-26,"GWA3","2","A4","pitfall","Lizard","UTST","A1","Y",56,83,5,NA,"M",NA,NA,"N","N"
2018-04-26,"GWA3","2","A1","pitfall","Lizard","ASTI","A2D1","N",52,93,2.5,NA,"U",69,NA,"N","N"
2018-04-27,"GWA2","1","C3","funnel","Lizard","ASTI","A3B4D1","N",54,135,3,NA,"U",NA,NA,"N","N"
2018-04-27,"GWA2","2","A1","pitfall","Lizard","COVA","D5","Y",65,53,5,NA,"M",11,"Squeaky","N","N"
2018-04-27,"GWA2","2","A1","pitfall","Lizard","ASTI","A3B4C1","Y",52,139,3,NA,"F",NA,NA,"N","N"
2018-04-27,"GWA2","2","C4","pitfall","Lizard","UTST","C2D1","Y",58,103,4.5,NA,"M",NA,NA,"N","N"
2018-04-27,"GWA3","2","A2","funnel","Lizard","ASTI","A2C3","Y",56,145,3,NA,"F",NA,NA,"N","N"
2018-04-27,"GWA3","2","B4","pitfall","Lizard","ASTI","B5","N",59,151,4.5,NA,"U",NA,NA,"N","N"
2018-04-27,"GWA3","2","A1","pitfall","Lizard","COVA","B1","N",59,58,3.5,NA,"M",NA,NA,"N","N"
2018-04-27,"GWA3","2","C4","pitfall","Lizard","COVA","A3","Y",66,53,4,NA,"F",29,NA,"N","N"
2018-10-23,"GWA2","1","A1","pitfall","Lizard","UTST",NA,"N",46,82,3,NA,"F",NA,NA,"N","N"
2018-10-23,"GWA2","1","A1","pitfall","Lizard","ASTI",NA,"Y",79,156,12,NA,"F",78,NA,"N","N"
2018-10-23,"GWA2","2","A3","funnel","Lizard","UTST",NA,"N",48,82,4,NA,"F",NA,NA,"N","N"
2018-10-23,"GWA2","2","B4","pitfall","Lizard","UTST",NA,"N",57,96,6,NA,"M",67,NA,"N","N"
2018-10-23,"GWA2","2","B2","funnel","Lizard","ASTI",NA,"N",73,119,8,NA,"F",23,"A3 was missing, but no cap history","N","N"
2018-10-23,"GWA2","2","C4","pitfall","Lizard","COVA",NA,"N",68,61,5,NA,"F",NA,NA,"N","N"
2018-10-24,"GWA2","1","A1","pitfall","Lizard","ASTI",NA,"N",78,190,11.5,NA,"M",NA,NA,"N","N"
2018-10-25,"GWA2","1","C4","pitfall","Lizard","CADR",NA,"N",28,36,0.5,NA,"F",NA,NA,"N","Y"
2018-10-25,"GWA2","2","A1","pitfall","Lizard","ASTI",NA,"N",54,142,4,NA,"F",NA,NA,"N","N"
2018-10-25,"GWA2","2","A1","pitfall","Lizard","ASTI",NA,"N",35,80,1,NA,"U",NA,NA,"N","Y"
2018-10-25,"GWA2","2","A4","pitfall","Lizard","CADR",NA,"N",67,80,9.5,NA,"F",NA,"maybe gravid","N","N"
2018-10-25,"GWA2","2","A3","funnel","Lizard","UTST",NA,"N",55,96,5.5,NA,"M",NA,NA,"N","N"
2018-10-25,"GWA3","2","A3","funnel","Lizard","UTST",NA,"N",46,80,3,NA,"F",NA,"dead in trap","Y","N"
2018-10-29,"GWA1","1","A1","pitfall","Lizard","ASTI",NA,"N",37,89,1.5,NA,"U",NA,"scarring on tail","N","Y"
2018-10-29,"GWA1","1","A3","funnel","Lizard","ASTI",NA,"N",72,172,10,NA,"F",NA,NA,"N","N"
2018-10-30,"GWA1","2",NA,NA,"Lizard","CADR",NA,"N",86,60,19,NA,"M",22,"Caught btwn GW11-GW12, added to nearest.","N","N"
2018-10-30,"GWA1","2","A4","pitfall","Lizard","UTST",NA,"Y",50,63,4.5,NA,"F",12,NA,"N","N"
2018-10-31,"GWA2","1","A1","pitfall","Lizard","ASTI",NA,"N",59,149,5,NA,"U",NA,NA,"N","N"
2018-10-31,"GWA2","2","C2","funnel","Lizard","UTST",NA,"N",56,75,7,NA,"M",15,NA,"N","N"
2018-10-31,"GWA1","2","A1","pitfall","Lizard","ASTI",NA,"N",37,84,1,NA,"U",NA,NA,"N","Y"
2018-10-31,"GWA1","2","C2","funnel","Lizard","UTST",NA,"Y",51,64,4.5,NA,"F",13,NA,"N","N"
2018-11-16,"GWA1","1","B4","pitfall","Lizard","UTST",NA,"N",52,83,4,NA,"F",NA,"scarring on throat","N","N"
2018-11-16,"GWA1","1","A1","pitfall","Lizard","UTST",NA,"Y",61,107,7.5,NA,"M",77,NA,"N","N"
2018-11-16,"GWA1","2","A1","pitfall","Lizard","UTST",NA,"N",57,83,7.5,NA,"M",43,NA,"N","N"
2018-11-16,"GWA2","2","A1","pitfall","Lizard","CADR",NA,"N",36,43,1,NA,"M",NA,"nat toe code","N","N"
2019-03-06,"GWA1","2","A4","pitfall","Lizard","UTST","A3D3","Y",53,65,5.5,NA,"F",13,NA,"N","N"
2019-03-17,"GWA2","1","A1","pitfall","Lizard","UTST","C5D1","N",54,63,5,NA,"M",66,NA,"N","N"
2019-03-17,"GWA2","1","C3","funnel","Lizard","UTST","C5D2","N",56,69,5.5,NA,"M",NA,NA,"N","N"
2019-03-17,"GWA2","2","A4","pitfall","Lizard","UTST","C5D3","N",52,70,4.5,NA,"M",67,NA,"N","N"
2019-03-17,"GWA2","2","A1","pitfall","Lizard","UTST","C3D2","Y",56,97,6.5,NA,"M",NA,NA,"N","N"
2019-03-17,"GWA3","1","B4","pitfall","Lizard","UTST","A4D2","N",63,84,9,NA,"M",78,"scar R ABD, lump R thorax","N","N"
2019-03-18,"GWA2","2","A4","pitfall","Lizard","ASTI","A3B5C1","N",39,107,1.5,NA,"U",NA,NA,"N","Y"
2019-03-18,"GWA2","2","B4","pitfall","Lizard","UTST","C5D5","N",47,61,3,NA,"F",22,NA,"N","N"
2019-03-18,"GWA2","2","C4","pitfall","Lizard","UTST","A1B1C1","N",54,85,5,NA,"F",NA,"gravid","N","N"
2019-03-27,"GWA1","2","A4","pitfall","Lizard","UTST","A1B1C3D3","Y",53,68,4.5,NA,"F",14,"poss. gravid, was C3D3 now A1B1C3D3, need to update DB","N","N"
2019-03-29,"GWA1","2","A2","funnel","Lizard","ASTI","A1B4C5","N",72,160,7,NA,"F",NA,"lethargic; deposited egg recently","N","N"
2019-03-29,"GWA3","1","C2","funnel","Lizard","UTST","D2","Y",64,85,8.5,NA,"M",78,NA,"N","N"
2019-03-29,"GWA3","1","A2","funnel","Lizard","UTST","A4D5","N",60,88,7.5,NA,"M",88,NA,"N","N"
2019-03-29,"GWA3","1","B2","funnel","Lizard","ASTI","A2D2","N",75,180,9,NA,"F",NA,NA,"N","N"
2019-03-29,"GWA3","2","Cfence","hand captured","Lizard","COVA","B2","N",42,18,1.5,NA,"M",18,NA,"N","N"
2019-03-29,"GWA3","2","Bfence","hand captured","Lizard","UTST","A4D3","N",53,67,4,NA,"F",44,NA,"N","N"
2019-04-02,"GWA2","2","A1","pitfall","Lizard","ASTI","C3","N",56,140,4.5,NA,"F",NA,"poss. gravid, nat toe loss","N","N"
2019-04-03,"GWA1","1","A4","pitfall","Lizard","ASTI","A1B4D1","N",77,168,15,NA,"F",NA,"gravid","N","N"
2019-04-03,"GWA1","2","B4","pitfall","Lizard","COVA","B2","N",57,50,3,NA,"M",NA,NA,"N","N"
2019-04-03,"GWA2","1","Cfence","hand captured","Lizard","UTST","C1D2D5","U",55,71,5.5,NA,"M",65,"poss. C1D2D5 deformed D3 and D4","N","N"
2019-04-03,"GWA2","1","A1","pitfall","Lizard","ASTI","A3B4D2","Y",77,193,13,NA,"M",NA,NA,"N","N"
2019-04-03,"GWA2","1","A1","pitfall","Lizard","ASTI","A3B5C5","N",79,175,12,NA,"F",NA,"poss. gravid","N","N"
2019-04-03,"GWA2","1","A1","pitfall","Lizard","ASTI","A3B5D3","N",77,200,14.5,NA,"M",NA,NA,"N","N"
2019-04-03,"GWA2","1","B4","pitfall","Lizard","ASTI","A3B5C3","N",78,214,15.5,NA,"M",NA,NA,"N","N"
2019-04-03,"GWA2","1","A4","pitfall","Lizard","ASTI","A3B5C2","N",58,139,5.5,NA,"F",NA,"juv","N","N"
2019-04-03,"GWA2","2","C2","funnel","Lizard","COVA","A2C3","N",57,18,3,NA,"M",NA,"tail drop","N","N"
2019-04-04,"GWA2","1","A4","pitfall","Lizard","ASTI","A3B5D1","N",75,167,11,NA,"F",NA,"lethargic; deposited egg recently","N","N"
2019-04-04,"GWA2","1","B3","funnel","Lizard","SCMA","C1","N",110,155,61,NA,"M",NA,NA,"N","N"
2019-04-04,"GWA2","2","B2","funnel","Lizard","ASTI","A3B5D2","N",87,90,18.5,NA,"F",NA,NA,"N","N"
2019-04-04,"GWA2","2","Bfence","hand captured","Snake","CRSC",NA,NA,NA,NA,NA,NA,"U",NA,"found BTW array 1 and 2, sm adult","N","N"
2019-04-05,"GWA1","1","A1","pitfall","Lizard","UTST","A1B1C1","N",57,60,6.5,NA,"M",60,NA,"N","N"
2019-04-05,"GWA1","2","A2","funnel","Lizard","ASTI","A1B4D2","N",83,205,14.5,NA,"M",NA,NA,"N","N"
2019-04-05,"GWA2","1","A4","pitfall","Lizard","ASTI","A3B5D3","Y",79,200,13.5,NA,"M",NA,NA,"N","N"
2019-04-05,"GWA2","2","A1","pitfall","Lizard","ASTI","A3B5D5","N",83,216,16.5,NA,"M",NA,NA,"N","N"
2019-04-23,"GWA3","1","A1","pitfall","Lizard","SCMA",NA,NA,NA,NA,NA,NA,NA,NA,"escaped when opening, suspect male d/t color","N","N"
2019-04-24,"GWA1","1","B2","funnel","Lizard","ASTI","A1B4D3","N",80,186,13.5,NA,"F",NA,"gravid, scar right dorsal thorax","N","N"
2019-04-24,"GWA1","2","A4","pitfall","Lizard","ASTI","A1B4D5","N",86,219,15.5,NA,"F",NA,NA,"N","N"
2019-04-24,"GWA3","1","A1","pitfall","Lizard","SCMA","C4","N",115,154,65,NA,"M",123,"C4 nat scar","N","N"
2019-04-24,"GWA3","1","A1","pitfall","Lizard","UTST","A4D2","Y",61,84,8,NA,"M",75,NA,"N","N"
2019-04-24,"GWA3","2","B2","funnel","Lizard","ASTI","A2D3","N",94,159,22,NA,"M",74,NA,"N","N"
2019-04-24,"GWA3","2","A1","pitfall","Lizard","ASTI","A2D5","N",89,237,21.5,NA,"M",NA,NA,"N","N"
2019-04-24,"GWA3","2","A1","pitfall","Lizard","ASTI","A3B1","N",77,167,14,NA,"F",92,NA,"N","N"
2019-04-24,"GWA3","2","A1","pitfall","Lizard","ASTI","A3B2","N",82,185,11.5,NA,"F",NA,NA,"N","N"
2019-04-24,"GWA3","2","A1","pitfall","Lizard","ASTI","A3B3","N",91,138,20,NA,"M",136,NA,"N","N"
2019-04-25,"GWA1","1","A4","pitfall","Lizard","SCMA","C2","N",99,140,40,NA,"M",NA,NA,"N","N"
